Unnamed: 0,name_x,summary,date,platform,score,url,userscore,ID,developer,publisher,popular_tags,game_details,genre,appid
326,Life is Strange 2,The long awaited sequel to the award winning Life is Strange returns with a new 5-part narrative adventure from DONTNOD Entertainment.,2018-09-27,PC,70,/game/pc/life-is-strange-2,6.0,lifeisstrange2,DONTNOD Entertainment,"Square Enix,Square Enix","Choices Matter,Story Rich,Adventure,Great Soundtrack,Singleplayer,Atmospheric,Episodic,Drama,Sexual Content,Third Person,Choose Your Own Adventure,Walking Simulator,Mystery,Point & Click,Nudity,Indie,Visual Novel,Political,Action,Survival","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Adventure,532210
327,ATOM RPG: Post-apocalyptic indie game,"ATOM RPG is a post-apocalyptic indie game, inspired by classic CRPGs: Fallout, Wasteland, Deus Ex, Baldur's Gate and many others.",2018-12-19,PC,70,/game/pc/atom-rpg-post-apocalyptic-indie-game,7.9,atomrpgpostapocalypticindiegame,AtomTeam,"AtomTeam,AtomTeam","RPG,Post-apocalyptic,Turn-Based Combat,Isometric,Atmospheric,Turn-Based,Open World,CRPG,Survival,Singleplayer,Indie,Classic,Tactical,Sexual Content,Exploration,Violent,Gore,Strategy,Story Rich,Sandbox","Single-player,Steam Achievements,Steam Workshop,Steam Cloud",RPG,-1
328,Human: Fall Flat,"Human:Fall Flat is a quirky, open-ended physics-based puzzle and exploration game set in floating dreamscapes. Your goal is to escape these surreal dreams by solving puzzles with nothing but your wits and physics.",2016-07-22,PC,70,/game/pc/human-fall-flat,7.5,humanfallflat,No Brakes Games,"Curve Digital,Curve Digital","Funny,Multiplayer,Co-op,Puzzle,Physics,Local Co-Op,Comedy,Adventure,Indie,Parkour,Puzzle-Platformer,Local Multiplayer,Sandbox,Casual,Open World,Singleplayer,3D Platformer,Split Screen,Simulation,Survival","Single-player,Online Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats","Adventure,Indie",477160
329,Ultimate Fishing Simulator,"Bored of waiting for a bite? Would you like to catch some fish? You're lucky - in Ultimate Fishing Simulator, fish bite like crazy! Spinning, float fishing, ground fishing and more.",2018-08-30,PC,70,/game/pc/ultimate-fishing-simulator,7.8,ultimatefishingsimulator,Bit Golem,"Ultimate Games S.A.,PlayWay S.A.,Ultimate Games S.A.,PlayWay S.A.","Simulation,Fishing,Sports,Casual,Singleplayer,Realistic,Online Co-Op,Open World,Action,First-Person,Relaxing,Early Access,Exploration,Atmospheric,Massively Multiplayer,Arcade,Family Friendly,Indie,Co-op,Sandbox","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor","Casual,Simulation,Sports",468920
330,Nancy Drew: Danger By Design,"You, as Nancy Drew, intern undercover in a prestigious fashion design studio in Paris. The lead designer, Minette, hasn't quite been herself lately. She hides behind a white mask and often throws tantrums, even firing several employees. Mysterious threats arrive at the old windmill studio and other troubles lurk in the underbelly of the City of Light. Can you help Minette release her latest clothing line on time? Or will your sleuthing abroad meet an unfashionable end? [Her Interactive]",2006-07-11,PC,70,/game/pc/nancy-drew-danger-by-design,6.1,nancydrewdangerbydesign,HeR Interactive,"HeR Interactive,HeR Interactive","Adventure,Point & Click,Female Protagonist,Mystery,Puzzle",Single-player,Adventure,31800
331,EVE Online,"The spectacular space combat, commerce, and exploration game, whose breathtaking graphics, special effects, and intricate gameplay provide an experience unlike any other. Played on the Internet, this massively multiplayer online persistent world game takes place in a universe teeming with life every hour of every day. Take on the role of a spaceship captain cruising around the universe, trading, fighting and communicating with other players and create a life beyond imagination.",2003-05-06,PC,69,/game/pc/eve-online,7.1,eveonline,CCP,"CCP,CCP","Space,Massively Multiplayer,Sci-fi,Sandbox,MMORPG,Open World,RPG,PvP,Multiplayer,Free to Play,Economy,Strategy,Space Sim,Simulation,Action,Difficult,Tactical,Capitalism,PvE,Atmospheric","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Trading Cards","Action,Free to Play,Massively Multiplayer,RPG,Strategy",8500
332,Wolfenstein: Youngblood,"Wolfenstein®: Youngblood is a brand-new co-op experience from MachineGames, the award-winning studio that developed the critically acclaimed Wolfenstein® II: The New Colossus. Set in 1980, 19 years after BJ Blazkowicz ignited the second American Revolution, Wolfenstein®: Youngblood introduces the next Blazkowicz generation to the fight against the Nazis. Play as one of BJ's twin daughters, Jess and Soph, as you search for your missing father in Nazi-occupied Paris.",2019-07-26,PC,69,/game/pc/wolfenstein-youngblood,2.4,wolfensteinyoungblood,"Machine Games,Arkane Studios","Bethesda Softworks,Bethesda Softworks","Action,Gore,Violent,Female Protagonist,Co-op,Alternate History,FPS,Singleplayer,Online Co-Op,1980s,Cyberpunk,Sci-fi,Shooter,First-Person","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op",Action,1056960
333,Tom Clancy's Ghost Recon: Wildlands,"Taking place a few years into the future, Ghost Recon Wildlands empowers players to lead a team of Ghosts, a four-player U.S. Elite Special Operations unit, on a covert mission to destroy the Santa Blanca drug cartel, an underworld force and growing global threat within Ubisoft’s imagining of a beautiful, yet dangerous Bolivia. With hundreds of villages and well-known landmarks, local legends and various factions and regions, players venture into a vast world with which to interact and explore. The Ghosts’ upgradable skills, along with a vast arsenal of weapons, vehicles and drones, help them defeat their almighty enemy. Gamers can play the entire game solo or they join up with as many as three friends in co-op to roam freely in this vast playground. [Ubisoft]",2017-03-06,PC,69,/game/pc/tom-clancys-ghost-recon-wildlands,6.7,tomclancysghostreconwildlands,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade","Ubisoft,Ubisoft","Open World,Shooter,Action,Co-op,Multiplayer,Tactical,Stealth,Third-Person Shooter,Military,Singleplayer,FPS,Third Person,Adventure,Online Co-Op,Strategy,Survival,Sandbox,First-Person,Atmospheric,PvP","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Adventure",460930
334,Graveyard Keeper,"Build and manage a medieval graveyard while facing ethical dilemmas and making questionable decisions. Welcome to Graveyard Keeper, the most inaccurate medieval cemetery sim of the year.",2018-08-15,PC,69,/game/pc/graveyard-keeper,7.2,graveyardkeeper,Lazy Bear Games,"tinyBuild,tinyBuild","Pixel Graphics,Crafting,RPG,Sandbox,Indie,Simulation,Medieval,Singleplayer,Dark Humor,Management,Adventure,Building,Agriculture,2D,Story Rich,Dark,Mystery,Fantasy,Gore,Violent","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG,Simulation",599140
335,Jurassic World Evolution,"Place yourself at the heart of the Jurassic franchise and build your own Jurassic World. Take charge of operations on the legendary islands of the Muertes archipelago and bring the wonder, majesty and danger of dinosaurs to life. Build for Science, Entertainment or Security interests in an uncertain world where life always finds a way.
Bioengineer dinosaurs that think, feel and react intelligently to the world around them. Play with life itself to give your dinosaurs unique behaviours, traits and appearances, then contain and profit from them to fund your global search for lost dinosaur DNA.
Control the big picture with deep management tools or go hands-on to confront challenges on the ground or in the air. Expand your islands and choose your own journey in an all-new narrative featuring iconic characters from across the franchise and decades of Jurassic lore at your fingertips.",2018-06-11,PC,69,/game/pc/jurassic-world-evolution,7.3,jurassicworldevolution,Frontier Developments,"Frontier Developments,Frontier Developments","Dinosaurs,Building,Management,Simulation,Strategy,Singleplayer,Sandbox,City Builder,Sci-fi,Resource Management,Economy,Open World,Atmospheric,Violent,Action,Great Soundtrack,Survival,Casual,Multiplayer,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Simulation,Strategy",648350
336,Warhammer: Chaosbane,"In a world ravaged by war and dominated by magic, you must rise up to face the Chaos hordes. Playing solo or with up to four players in local or online co-op, choose a hero from four character classes and prepare for epic battles wielding some of the most powerful artefacts of the Old World.",2019-05-31,PC,69,/game/pc/warhammer-chaosbane,4.9,warhammerchaosbane,Eko Software,"Bigben Interactive,Bigben Interactive","RPG,Adventure,Hack and Slash,Action,Action RPG,Games Workshop,Violent,Fantasy,Co-op,War,Isometric,Dark Fantasy,Warhammer 40K,Historical,Colorful","Single-player,Multi-player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,RPG",774241
337,Rust,"Rust is a survival game created by Facepunch Studios. Inspired by games like DayZ, Minecraft and Stalker – Rust aims to create a hostile environment in which emergent gameplay can flourish. The aim of the game is to survive. To do this the player should gather resources. Hitting a tree with a rock will give you wood, hitting a rock with a rock will give you rock and ore. You can then craft a hatchet from the wood and rock, allowing you to gather faster. You can go out and hunt a variety of wildlife such as boars, chickens, rabbits, bears, wolves and deer. Once you have killed an animal you can butcher it to gather its meat and skin. You can craft a fire using wood and cook the meat inside the fire. Then you can eat. You face two major dangers in game. Rust is a multiplayer game, so there will be other players trying to survive in the same way that you are. Unfortunately for you they can find you, kill you and take your stuff. Fortunately for you – you can kill them and take their stuff. Or maybe you can make friends and help each other survive. Rust’s world is harsh – so you might need to make friends to survive. The environment is not kind. Bears and wolves will chase and kill you. Falling from a height will kill you. Being exposed to radiation for an extended period will kill you. Starving will kill you. Being cold will kill you.",2018-02-08,PC,69,/game/pc/rust,6.4,rust,Facepunch Studios,"Facepunch Studios,Facepunch Studios","Survival,Crafting,Multiplayer,Open World,Building,Sandbox,PvP,Adventure,First-Person,Action,FPS,Nudity,Early Access,Co-op,Shooter,Indie,Online Co-Op,Post-apocalyptic,Simulation,Survival Horror","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats","Action,Adventure,Indie,Massively Multiplayer,RPG",252490
338,Tannenberg,Experience authentic First World War action with 64 player battles of maneuver on the Eastern Front. Warfare between the Russian Empire and the Central Powers is a tense battle for dominance – stay close to your squad to survive!,2019-02-13,PC,69,/game/pc/tannenberg,7.8,tannenberg,"M2H,Blackmill Games","M2H,M2H","World War I,Multiplayer,FPS,Action,Realistic,War,Historical,Violent,Strategy,Shooter,Military,Gore,Indie,First-Person,Singleplayer,Simulation,Atmospheric,Early Access,Survival,Co-op","Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Indie,Strategy",633460
339,Warframe,"They were called Tenno. Warriors of blade and gun: masters of the Warframe armor. Those that survived the old war were left drifting among the ruins. Now they are needed once more. The Grineer, with their vast armies, are spreading throughout the solar system. A call echoes across the stars summoning the Tenno to an ancient place. They summon you. Allow the Lotus to guide you. She has rescued you from your cryostasis chamber and given you a chance to survive. The Grineer will find you; you must be prepared. The Lotus will teach you the ways of the Warframes and the secrets to unlocking their powers. Come Tenno, you must join the war.",2013-03-25,PC,69,/game/pc/warframe,8.2,warframe,Digital Extremes,"Digital Extremes,Digital Extremes","Free to Play,Action,Co-op,Multiplayer,Third-Person Shooter,Sci-fi,Ninja,Shooter,Parkour,Space,Online Co-Op,Futuristic,Third Person,PvE,Massively Multiplayer,RPG,Hack and Slash,Singleplayer,FPS,Cyberpunk","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Free to Play",230410
